colony,treatment,ovarydev,colonysize
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,C29,0,232
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,1,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
C3,control,0,153
